0.21
0.41
0.44
0.41
0.41
0.41
0.41
0.41
0.17
0.41
0.48
0.41
0.41
0.25
0.51
0.25
0.41
0.41
0.41
0.41
0.34
0.36
0.41
0.41
0.41
0.41
0.41
0.41
0.41
0.41
0.41
0.41
